tag #,monitoring date,broodstock,set date,distribution date,total # of live oysters,total # of live oysters greater than or equal to 15mm:,clump (if any noted),Total LIVE oysters LESS than 15 mm,Total DEAD oysters LESS than 15 mm,average of shell heights for each monitoring,shell_height_mm,Live / Dead,Organization,Location,Name of Person(s) Collecting Data:,Notes,,,,,,,,,,,,,,,,,,,
N/A,5/12/2016,MB,7/6/2015,,,,10,,,,21,N/A,LIC Community Boathouse,Anable Basin,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,1,,,,22,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,1,,,,41,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,1,,,,25,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,2,,,,21,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,2,,,,23,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,2,,,,29,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,46,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,41,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,35,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,34,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,45,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,3,,,,39,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,4,,,,27,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,4,,,,22,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,4,,,,19,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,5,,,,28,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,5,,,,27,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,5,,,,31,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,5,,,,26,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,5,,,,32,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,6,,,,32,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,6,,,,17,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,6,,,,25,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,6,,,,14,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,6,,,,22,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,30,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,34,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,29,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,26,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,21,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,11,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,7,,,,18,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,44,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,33,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,36,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,41,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,30,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,29,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,30,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,29,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,34,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,24,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,8,,,,40,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,9,,,,32,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,9,,,,31,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,9,,,,32,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,6/24/2016,MB,7/15/2015,,,,9,,,,31,N/A,Sara Alaica (Community Scientist),Pier A,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,15,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,20,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,12,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,1,,,,13,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,2,,,,29,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,2,,,,27,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,30,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,28,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,16,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,20,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,3,,,,14,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,4,,,,24,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,5,,,,17,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,5,,,,22,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,6,,,,31,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,6,,,,23,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,6,,,,17,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/6/2016,MB,7/15/2015,,,,6,,,,8,N/A,Sleepy Hollow Middle School,Tarrytown Marina,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,1,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,2,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,3,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,4,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,4,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,4,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,4,,,,50,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,4,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,5,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,6,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,7,,,,15,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,8,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,20,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,55,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,45,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,40,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,9,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,10,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,10,,,,55,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,10,,,,35,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,10,,,,25,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/7/2016,MB,7/15/2015,,,,10,,,,30,N/A,Maritime Adventure 01,SUNY Maritime,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,28,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,39,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,34,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,34,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,28,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,33,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,27,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/13/2015,,,,1,,,,24,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,2,,,,45,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,2,,,,33,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,45,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,42,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,33,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,50,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,23,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,41,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,29,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,54,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,28,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,63,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,3,,,,30,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,4,,,,21,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,4,,,,43,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
N/A,7/9/2016,MB,7/9/2015,,,,4,,,,38,N/A,N/A,Transmitter Park,,,,,,,,,,,,,,,,,,,,,
